consent,school year,GPA,gender,race,citizen,English,Greek,major_class,double_major,num_class,num_credithrs,hrs_academics,hrs_extracurr,grad_degree,exam_prep,exam_sleep,alcohol,ill_drugs,pres_drugs,demanding,pressure,anxiety,scholarship_recipient,conduct,traum_event,knowledge_A,knowledge_B,knowledge_C,knowledge_D,knowledge_E,knowledge_F,knowledge_G,Exams_A,Exams_B,Exams_C,Exams_D,Exams_E,Exams_F,Exams_G,Exams_H,Exams_I,Writing_A,Writing_B,Writing_C,Writing_D,Writing_E,Writing_F,Writing_G,Collaboration_A,Collaboration_B,Collaboration_C,Collaboration_D,Other_A,Other_B,Other_C,Other_D,Other_E,Other_F,Other_G,Other_H,Other_I,Other_J,Other_K,Other_L,Other_M,Other_N,Other_O,why_A,why_B,why_C,why_D,why_E,why_F,why_G,why_H,why_I,why_J,why_K,why_never_A,why_never_B,why_never_C,why_never_D,why_never_E,why_never_F,aware_A,aware_B,aware_C,aware_D,aware_E,aware_F,aware_G,aware_H,aware_I,aware_J,aware_K,aware_L,aware_M,aware_N,aware_O,understanding,witness_A,witness_B,witness_C,witness_D,witness_E,witness_F,witness_G,witness_H,anticipate_exam,anticipate_writing,anticipate_collaboration,anticipate_other,hs,hs_exam,hs_writing,hs_collaboration,hs_other,hs_action,age_misconduct,aware_sanction,HC_comm
yes,Sophomore,3.72,Male,Asian,Yes,Yes,No,Natural Sciences,No,5,18,10,5,other,>1week,5,3,No,Never,8,9,8,no,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent",No,No,No,No,No,No,No,No,No,No,No,Public,1 time,0 times,0 times,0 times,Somewhat,10,Yes,Yes
yes,Freshman,3.33,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,No,5,16,12,16,other,2-3day,8,4,No,Never,7,9,7,yes,No,No,checked,checked,checked,unchecked,unchecked,checked,unchecked,2-4 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent",No,No,"Yes, silent","Yes, silent","Yes, silent",No,Maybe,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,9,Yes,Yes
yes,Freshman,2.2,Female,Black/African American,Yes,Yes,No,Humanities,No,6,19,11,8,pre-med,>1week,7,0,No,Never,8,9,8,no,No,No,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,Maybe,No,Private,0 times,0 times,>4 times,0 times,Somewhat,6,Yes,Yes
yes,Freshman,2.7,Female,Black/African American,Yes,Yes,No,Social Sciences,No,5,17,13,6,pre-law,<12hrs,3,0,No,Never,8,8,10,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,"Yes, silent",No,No,No,No,No,No,Public,1 time,0 times,0 times,0 times,Yes,17,No,Somewhat
yes,Freshman,3.7,Female,Black/African American,Yes,Yes,No,Natural Sciences,No,5,18,12,18,pre-med,2-3day,8,0,"Yes, occasionally",Never,5,5,7,no,No,No,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,No,No,No,No,No,No,No,No,No,No,No,No,Public,1 time,0 times,2-4 times,2-4 times,No,12,Yes,Somewhat
yes,Sophomore,3.92,Male,White/Caucasian,Yes,Yes,No,Social Sciences,Yes,4,13,15,3,other,1day,3,0,No,Never,8,10,10,no,Yes,Yes,unchecked,checked,checked,checked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,>4 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,2-4 times,2-4 times,0 times,0 times,Yes,16,No,Somewhat
yes,Freshman,4,Male,Other,Yes,No,No,Natural Sciences,No,5,15,20,10,pre-med,>1week,4,0,No,Never,9,9,9,no,No,No,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,Maybe,No,Private,1 time,2-4 times,>4 times,0 times,Somewhat,15,Yes,Somewhat
yes,Junior,3.9,Male,Asian,No,No,No,Natural Sciences,Yes,5,15,10,5,other,>1week,9,0,No,Never,5,5,5,no,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Freshman,3.77,Female,Other,Yes,No,No,Social Sciences,Yes,5,16,12,10,pre-law,>1week,8,0,No,Never,5,10,8,yes,No,Yes,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,1 time,1 time,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,No,No,No,No,No,No,No,No,No,Public,1 time,1 time,1 time,1 time,Somewhat,8,Yes,Somewhat
yes,Freshman,2.583,Female,Other,Yes,Yes,No,Natural Sciences,No,5,18,35,1,pre-med,>1week,8,0,No,Never,5,10,5,yes,No,No,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,10,Yes,Yes
yes,Freshman,3.8,Female,Asian,No,Yes,Yes,Social Sciences,Yes,5,19,8,5,other,1day,6,4,No,Never,8,9,8,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,2-4 times,2-4 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,No,No,No,No,No,No,No,No,No,Maybe,No,No,Private,1 time,1 time,1 time,0 times,Somewhat,99,Yes,Yes
yes,Freshman,3.79,Female,Asian,Yes,Yes,Yes,Natural Sciences,Yes,5,17,12,10,other,2-3day,8,3,No,Never,7,5,7,no,No,Yes,checked,checked,checked,unchecked,unchecked,checked,unchecked,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Private,1 time,0 times,0 times,0 times,Yes,7,Yes,Yes
yes,Sophomore,3.125,Female,Other,Yes,Yes,No,Natural Sciences,No,7,19,15,33,other,>1week,8,9,"Yes, regularly",Rarely,5,8,7,no,No,Yes,checked,checked,checked,checked,checked,checked,unchecked,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,1 time,0 times,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,"Yes, silent",No,No,No,No,No,No,Maybe,No,Maybe,Maybe,Public,>4 times,>4 times,>4 times,>4 times,Somewhat,7,Yes,Yes
yes,Freshman,3.519,Female,Black/African American,Yes,Yes,No,Social Sciences,Yes,4,14,15,9,pre-law,>1week,7,1,"Yes, occasionally",Rarely,8,10,8,no,No,Yes,checked,checked,checked,checked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Public,2-4 times,0 times,1 time,1 time,Somewhat,15,Yes,Yes
yes,Sophomore,3.2,Female,White/Caucasian,Yes,Yes,Yes,Natural Sciences,No,4,16,15,5,pre-med,>1week,7,5,No,Never,8,8,8,no,No,No,checked,checked,checked,checked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent",No,No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Private,0 times,0 times,1 time,0 times,Yes,19,Yes,No
yes,Freshman,3.3,Female,Black/African American,Yes,Yes,No,Natural Sciences,Yes,5,18,10,10,pre-med,>1week,5,0,No,Never,7,10,10,no,No,No,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,99,No,No
yes,Freshman,3.43,Male,Asian,Yes,Yes,No,Natural Sciences,Yes,4,22,20,20,pre-med,2-3day,6,0,No,Never,5,7,7,no,No,No,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Freshman,3.5,Female,Asian,Yes,Yes,No,Natural Sciences,Yes,4,15,16,2,other,>1week,8,0,No,Never,6,8,7,no,No,No,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,No,Somewhat
yes,Freshman,3.12,Female,Other,Yes,No,No,Natural Sciences,Yes,4,17,15,12,pre-med,>1week,8,4,No,Never,7,9,9,yes,No,No,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,2-4 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,1 time,0 times,0 times,0 times,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,"Yes, silent",No,No,No,No,No,No,No,No,Public,2-4 times,1 time,2-4 times,0 times,Yes,16,Yes,Yes
yes,Freshman,3.6,Female,Other,Yes,No,No,Social Sciences,Yes,5,15,20,10,other,>1week,7,0,No,Never,6,10,9,yes,No,Yes,checked,checked,checked,checked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Somewhat
yes,Freshman,3.1,Female,Asian,No,No,No,Social Sciences,Yes,6,21,12,5,none,2-3day,5,2,No,Never,8,7,7,no,Yes,No,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,1 time,0 times,0 times,1 time,1 time,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent",No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,17,No,Somewhat
yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,Sophomore,3.2,Female,White/Caucasian,Yes,Yes,Yes,Natural Sciences,No,4,16,12,5,pre-med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,Junior,3.1,Female,White/Caucasian,Yes,Yes,No,Social Sciences,No,5,14,30,5,other,>1week,8,0,No,Never,5,10,9,no,No,Yes,checked,unchecked,checked,checked,checked,unchecked,unchecked,1 time,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,2-4 times,1 time,0 times,0 times,0 times,0 times,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,No,No,No,Public,>4 times,1 time,0 times,1 time,Somewhat,2,Yes,Yes
yes,Junior,3.6,Female,White/Caucasian,Yes,Yes,No,Social Sciences,No,5,16,15,1,pre-med,>1week,7,3,No,Never,5,10,6,no,No,No,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent",No,No,No,"Yes, silent",No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,I don't know,99,Yes,Yes
yes,Sophomore,3.3,Female,Other,No,Yes,No,Humanities,Yes,5,15,8,10,other,2-3day,7,4,No,Never,5,5,5,no,No,Yes,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,13,Yes,Yes
yes,Freshman,3.6,Female,Asian,No,No,No,Natural Sciences,Yes,5,19,15,10,pre-med,>1week,7,0,No,Never,5,5,5,no,No,No,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,1 time,0 times,0 times,0 times,1 time,2-4 times,0 times,0 times,1 time,1 time,0 times,2-4 times,0 times,0 times,0 times,1 time,2-4 times,1 time,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,Private,0 times,1 time,0 times,0 times,Yes,99,Yes,Yes
yes,Sophomore,3.2,Male,Other,Yes,Yes,No,Social Sciences,Yes,5,17,35,10,other,2-3day,5,0.5,No,Never,5,8,7,yes,No,No,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,2-4 times,0 times,0 times,0 times,Somewhat,16,Yes,Yes
yes,Sophomore,3.7,Female,Asian,Yes,Yes,Yes,Social Sciences,No,3,16,20,5,other,>1week,7,2,No,Never,5,5,9,no,No,No,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,Freshman,3.85,Male,Asian,Yes,Yes,No,Natural Sciences,Yes,4,17,12,12,pre-med,>1week,6,11,"Yes, occasionally",Rarely,8,10,9,yes,No,No,checked,checked,checked,checked,unchecked,checked,unchecked,1 time,1 time,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,1 time,0 times,2-4 times,0 times,0 times,1 time,2-4 times,1 time,0 times,>4 times,>4 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,2-4 times,0 times,1 time,unchecked,checked,checked,unchecked,unchecked,checked,unchecked,checked,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent",Yes,Maybe,No,Maybe,Public,>4 times,>4 times,1 time,1 time,No,99,Yes,Somewhat
